СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1274,Гевгелија 1 (автопат) - Богданци,6227,333 - Гевгелија 1 (автопат),334 - Богданци
1275,Богданци - Фурка,12261,334 - Богданци,313 - Фурка
