СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1559,Павлешенци - Татомир,8534,46 - Павлешенци,47 - Татомир
1560,Татомир - Живалево,15232,47 - Татомир,362 - Живалево
