СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1607,Драмче - Бигла,3302,84 - Драмче,85 - Бигла
1608,Бигла - Мост на река Пекљанска,15240,85 - Бигла,404 - Мост на река Пекљанска
