СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1376,Ресен - Царев Двор,4904,417 - Ресен,418 - Царев Двор
1377,Царев Двор - Царина,14477,418 - Царев Двор,53 - Царина
1378,Царина - Стенје,1969,53 - Царина,420 - Стенје
1379,Стенје - Државна граница МК/АЛ (Стенје),3314,420 - Стенје,496 - Државна граница МК/АЛ (Стенје)
1380,Стенје - Конјско,10011,420 - Стенје,497 - Конјско
