СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1609,Тработивиште - Разловци,9731,86 - Тработивиште,87 - Разловци
1610,Разловци - Митрашинци,8798,87 - Разловци,405 - Митрашинци
