СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1633,Три Води - Рич,12765,103 - Три Води,104 - Рич
1634,Рич - Долни Липовик,10891,104 - Рич,105 - Долни Липовик
1635,Долни Липовик - Ракитец,6275,105 - Долни Липовик,101 - Ракитец
