СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1392,Радовиш 3 (кружен ток) - Подареш,6825,431 - Радовиш 3 (кружен ток),130 - Покрајчево (врска со Р1310)
1393,Подареш - Берово 2 (Vladimirovo),41926,130 - Покрајчево (врска со Р1310),432 - Подареш
1394,Берово 1 (Смојмирово) - Државна граница МК/БГ (Klepalo),17580,433 - Берово 1 (Смојмирово),500 - Државна граница МК/БГ (Клепало)
