СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1595,Ново Лагово 3 (Галичани) - Обршани,14333,62 - Обршани,74 - Ново Лагово 3 (Галичани)
1596,Бучин - Граиште (Демир Хисар),12079,75 - Бучин,408 - Граиште (Демир Хисар)
