СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1535,Маврово - Галичник 1 (Селце),14137,22 - Маврово,26 - Галичник 1 (Селце)
1536,Галичник 1 (Селце) - Galichnik 2(центар),2218,26 - Галичник 1 (Селце),513 - Галичник 2 (центар)
