СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1528,Сарај 2 (клучка челичен мост) - Дворце,20876,18 - Сарај 2 (клучка челичен мост),19 - Дворце
1529,Дворце - Јегуновце,7217,19 - Дворце,20 - Јегуновце
1530,Јегуновце - Теарце,5072,20 - Јегуновце,353 - Теарце
