СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1542,Добовјани 2 (Јабланица) - Лабуништа 1 (Бороец),2831,31 - Добовјани 2 (Јабланица),32 - Лабуништа 1 (Бороец)
1543,Лабуништа 1 (Бороец) - Јабланица,10626,32 - Лабуништа 1 (Бороец),516 - Јабланица
