СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1531,Маврови Анови - Маврово,4035,21 - Маврови Анови,22 - Маврово
1532,Маврово - Бунец,20644,22 - Маврово,343 - Бунец
