СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1501,Драчево 1 (Јурумлери) - Драчево 2 (Studenichani),2094,316 - Драчево 1 (Јурумлери),450 - Драчево 2 (Studenichani)
1502,Драчево 2 (Studenichani) - Орешани,6473,450 - Драчево 2 (Studenichani),2 - Орешани
1503,Орешани - Катланово 3 (Орешани),6385,2 - Орешани,281 - Катланово 3 (Орешани)
