СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1575,Битола 2 (Хераклеја Линкестис) - Битола 3 (Буково),417,54 - Битола 2 (Хераклеја Линкестис),55 - Битола 3 (Буково)
1576,Битола 3 (Буково) - Државна граница МК/ГР (Драгош),14954,55 - Битола 3 (Буково),525 - Државна граница МК/ГР (Драгош)
