СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1508,Горно Конјари - Горобинци,21283,7 - Горно Конјари,8 - Горобинци
1509,Горобинци - Свети Николе,6001,8 - Горобинци,506 - Свети Николе
