СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1628,Радовиш 1 (Инјево) - Ракитец,13560,102 - Радовиш 1 (Инјево),101 - Ракитец
1629,Ракитец - Лубница,8591,101 - Ракитец,100 - Лубница
1630,Лубница - Лесковица,17445,100 - Лубница,298 - Лесковица
1631,Лесковица - Селце,12281,99 - Лесковица,98 - Селце
1632,Селце - Софилари 2 (Завој),8949,98 - Селце,259 - Софилари 2 (Завој)
