СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
785,Клучка Kuklish,431,649 - Клучка Смојмирово,650 - Клучка Смојмирово
1411,Струмица 2 (Силоси) - Струмица 4 (циглана),2722,95 - Струмица 2 (Силоси),443 - Струмица 4 (циглана)
1412,Струмица 4 (циглана) - Три Води,4691,443 - Струмица 4 (циглана),103 - Три Води
1413,Три Води - Раброво,12519,103 - Три Води,312 - Раброво
1414,Валандово (Брајковци) - Марвинци 2 (Грчиште),5393,311 - Валандово (Брајковци),504 - Марвинци 2 (Грчиште)
