СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1400,Каратманово - Велес 1 (автопат),6796,218 - Каратманово,440 - Велес 1 (автопат)
1401,Велес 1 (автопат) - Велес 2 (Бабуна),1029,440 - Велес 1 (автопат),502 - Велес 2 (Бабуна)
1402,Велес 3 (центар) - Чашка,12110,503 - Велес 3 (центар),83 - Чашка
1403,Чашка - Стари Град,10119,83 - Чашка,64 - Стари Град
1404,Стари Град - Прилеп 3 (Градска кафана),41185,64 - Стари Град,394 - Прилеп 3 (Градска кафана)
