СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1415,Струмица 4 (циглана) - Банско,10296,443 - Струмица 4 (циглана),447 - Банско
1416,Банско - Ново Конјарево,22069,447 - Банско,263 - Ново Конјарево
