СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1554,Бошков мост - Осој,3628,41 - Бошков мост,42 - Осој
1555,Осој - Лазарополе 1 (Осој),4003,42 - Осој,43 - Лазарополе 1 (Осој)
1556,Лазарополе 1 (Осој) - Гари 1 (Иѕвор),974,43 - Лазарополе 1 (Осој),44 - Гари 1 (Иѕвор)
1557,Гари 1 (Иѕвор) - Извор,24653,44 - Гари 1 (Иѕвор),209 - Извор
1558,Gari (P2246) - s. Gari,1508,44 - Гари 1 (Иѕвор),520 - Село Гари
