СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1328,Младо Нагоричане - Старо Нагоричане 1,2663,195 - Младо Нагоричане,378 - Старо Нагоричане 1
1329,Старо Нагоричане 1 - Драгоманце,3630,378 - Старо Нагоричане 1,379 - Драгоманце
1330,Драгоманце - Државна граница МК/РС (Пелинце),13002,379 - Драгоманце,489 - Државна граница МК/РС (Пелинце)
