СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1372,Прилеп 4 (Г. Конјари) - Кривогаштани 2,18762,393 - Прилеп 4 (Г. Конјари),63 - Кривогаштани 2
1373,Кривогаштани 2 - Крушево,12419,63 - Кривогаштани 2,415 - Крушево
1374,Крушево - Журче (Манастир Свети Атанас),16103,415 - Крушево,416 - Журче (Манастир Свети Атанас)
1375,Журче (Манастир Свети Атанас) - Сладуево,3837,416 - Журче (Манастир Свети Атанас),409 - Сладуево
