СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1813,Ботун - Големо Илино,19364,117 - Ботун,538 - Големо Илино
1814,Големо Илино - Железнец,5610,118 - Големо Илино,411 - Железнец
