СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1625,Струмица 2 (Силоси) - Велјуса 1 (Ангелци),9270,95 - Струмица 2 (Силоси),96 - Велјуса 1 (Ангелци)
1626,Велјуса 1 (Ангелци) - Градошорци,5456,96 - Велјуса 1 (Ангелци),534 - Градошорци
1627,Велјуса 1 (Ангелци) - Велјуса 2 (центар),922,96 - Велјуса 1 (Ангелци),535 - Велјуса 2 (центар)
