СЕКЦИЈА БР,СЕКЦИЈА,ДОЛЖИНА,ЈАЗОЛ НА ПОЧЕТОКОТ,ЈАЗОЛ НА КРАЈОТ
1611,Казхани - Гавато,296,88 - Казхани,89 - Гавато
1613,Гавато - Лера,5487,89 - Гавато,90 - Лера
1614,Лера - Стрежево,5853,90 - Лера,91 - Стрежево
1615,Стрежево - Лопатица,9348,91 - Стрежево,407 - Лопатица
